Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
1941,5,0.6616,6.6160000000000005,4002.0,0.0016460000000000001,0.996692,KLRC1 LTBR TAS2R7 TAS2R9 TMEM52B,"detection of chemical stimulus involved in sensory perception of bitter taste|sensory perception of bitter taste|detection of chemical stimulus involved in sensory perception of taste|sensory perception of taste|CD8-positive, gamma-delta intraepithelial T cell differentiation",3.302e-05|4.239e-05|4.441e-05|0.0001131|0.0009706,0.5208|0.3343|0.2335|0.4459|1,228.8|200.9|196.1|121.1|1373
1942,8,0.6782,18.99,6261.0,0.003016,0.9996790000000001,CFAP57 EXO5 FAM183A TMEM53 ZFP69 ZFP69B ZNF684 ZNF691,"negative regulation of transcription by RNA polymerase II|cellular process|negative regulation of transcription, DNA-templated|negative regulation of nucleic acid-templated transcription|negative regulation of RNA biosynthetic process",0.004007|0.004058|0.01083|0.01088|0.01092,1|1|1|1|1,8.562|0.3325|5.996|5.987|5.978
1943,14,0.6612,60.17,11050.0,0.0054020000000000006,0.9999969999999999,AGAP5 GPRIN2 NUTM2A NUTM2B PTPN20 RET SFTPA2 SYT15 TMEM72 WASHC2C ZNF239 ZNF32 ZNF33B ZNF485,posterior midgut development|positive regulation of metanephric glomerulus development|regulation of metanephric glomerulus development|positive regulation of metanephros development|positive regulation of glomerulus development,0.002037|0.002037|0.002037|0.002037|0.002715,1|1|1|1|1,735.5|735.5|735.5|735.5|490.4
1944,4,0.6592,3.955,3274.0,0.001204,0.9929309999999999,GBP5 GBP6 TMEM56 TMEM74,cellular response to interferon-gamma|interleukin-18 production|response to interferon-gamma|interleukin-1 beta production|interleukin-1 production,0.0003561|0.0003883|0.0004655|0.001553|0.001941,1|1|1|1|1,65.17|5149|56.89|735.5|572.1
1945,14,0.656,59.7,10930.0,0.005416,0.9999969999999999,APTX AQP7 CREB3 DNAJB5 FAM205A GALT IFNK OR13J1 OR2S2 SIGMAR1 SPAG8 TESK1 TMEM8B TOMM5,UDP-glucose catabolic process|polynucleotide 3' dephosphorylation|nucleotide-sugar catabolic process|positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response|galactose catabolic process via UDP-galactose,0.001358|0.002037|0.002037|0.002715|0.002715,1|1|1|1|1,1471|735.5|735.5|490.4|490.4
1946,5,0.6674,6.6739999999999995,3851.0,0.001726,0.996692,C8orf44 CCNB1IP1 NDRG3 RNF114 TMEM9B,chiasma assembly|reproductive process|reproduction|spermatogenesis|male gamete generation,0.001698|0.003032|0.00305|0.006745|0.007206,1|1|1|1|1,686.5|8.629|8.611|15.03|14.53
1947,8,0.673,18.85,6398.0,0.00293,0.9996790000000001,FDCSP SULT1B1 TMPRSS11A TMPRSS11B UGT2A1 UGT2B11 UGT2B4 UGT2B7,cellular glucuronidation|uronic acid metabolic process|glucuronate metabolic process|steroid metabolic process|estrogen metabolic process,8.234e-11|1.902e-10|1.902e-10|1.91e-08|4.068e-07,1.299e-06|1.5e-06|1e-06|7.533e-05|0.001283,542|429.1|429.1|49.13|203.2
1948,4,0.7158,4.295,3175.0,0.001348,0.9929309999999999,ACE OR4D2 PLEKHM1 TMPRSS7,cell proliferation in bone marrow|regulation of angiotensin metabolic process|negative regulation of gap junction assembly|regulation of renal output by angiotensin|positive regulation of peptidyl-cysteine S-nitrosylation,0.0003883|0.0005825|0.0005825|0.0007766|0.0007766,1|1|1|1|1,5149|2574|2574|1716|1716
1949,6,0.6683,10.02,5109.0,0.001954,0.998474,ADA GHRH KIAA1755 LBP TNFRSF6B WFDC6,"regulation of circadian sleep/wake cycle, sleep|regulation of circadian sleep/wake cycle|regulation of behavior|regulation of inflammatory response|regulation of circadian rhythm",8.046e-06|1.19e-05|0.0001131|0.0001531|0.0003382,0.1269|0.09386|0.5945|0.6038|1,484.6|392.3|121.1|23.95|69.23
1950,4,0.669,4.013999999999999,3046.0,0.0013130000000000001,0.9929309999999999,ADAMTSL4 CTSK S100A6 TOB1,"negative regulation of nuclear-transcribed mRNA poly(A) tail shortening|negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|intramembranous ossification|direct ossification|extracellular matrix organization",0.0007766|0.0007766|0.001553|0.001553|0.002029,1|1|1|1|1,1716|1716|735.5|735.5|26.96
1951,4,0.7062,4.237,3442.0,0.001227,0.9929309999999999,DBH MYMK SARDH TOLLIP,amine catabolic process|cellular biogenic amine catabolic process|cellular biogenic amine metabolic process|cellular amine metabolic process|amine metabolic process,1.583e-05|1.583e-05|0.0001419|0.0001447|0.0001593,0.2498|0.1249|0.7462|0.5708|0.5026,321.8|321.8|104|103|98.07
1952,6,0.6889,10.33,4014.0,0.00256,0.998474,BLM CENPX FANCM RMI1 RMI2 TOP3A,DNA replication|chromosome separation|DNA metabolic process|resolution of meiotic recombination intermediates|meiotic chromosome separation,5.6e-12|7.174e-11|3.052e-09|1.822e-08|2.772e-08,8.833e-08|5.658e-07|1.605e-05|7.186e-05|8.745e-05,76|490.4|26.37|572.1|490.4
1953,4,0.7028,4.217,3217.0,0.001306,0.9929309999999999,CIZ1 NTMT1 TOR1A TOR1B,protein localization to nucleus|chaperone cofactor-dependent protein refolding|'de novo' posttranslational protein folding|'de novo' protein folding|nuclear membrane organization,2.081e-06|1.778e-05|2.313e-05|2.792e-05|4.987e-05,0.03283|0.1402|0.1216|0.1101|0.1573,94.18|302.9|264|239.5|177.5
1954,7,0.6524,13.7,5380.0,0.0025329999999999997,0.9992989999999999,HS3ST2 ITGAD NOXO1 PYCARD SEPT1 TOR1AIP1 VKORC1,positive regulation of antigen processing and presentation of peptide antigen via MHC class II|positive regulation of antigen processing and presentation of peptide antigen|positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II|meiotic metaphase plate congression|myeloid dendritic cell activation involved in immune response,0.001019|0.001019|0.001019|0.001019|0.001358,1|1|1|1|1,1471|1471|1471|1471|980.7
1955,4,0.6741,4.045,3444.0,0.00117,0.9929309999999999,CDK18 NPEPL1 TOR3A UTRN,response to denervation involved in regulation of muscle adaptation|response to muscle inactivity involved in regulation of muscle adaptation|response to muscle inactivity|response to inactivity|response to stimulus involved in regulation of muscle adaptation,0.002328|0.002328|0.002522|0.003104|0.003491,1|1|1|1|1,468.1|468.1|429.1|343.2|302.9
1956,4,0.6528,3.917,2897.0,0.001347,0.9929309999999999,ASCL1 NKX2-1 SOX1 TOX3,forebrain neuron differentiation|forebrain generation of neurons|neuron fate commitment|dorsal/ventral pattern formation|neuron migration,6.058e-08|9.863e-08|1.254e-07|2.003e-07|7.488e-07,0.0009556|0.0007779|0.0006592|0.0007901|0.002362,315.2|266.3|245.2|208.7|133.2
1957,4,0.6799,4.08,2775.0,0.001463,0.9929309999999999,PPP1R10 SS18L2 TOX4 ZC3H4,negative regulation of mitotic DNA damage checkpoint|regulation of mitotic DNA damage checkpoint|negative regulation of DNA damage checkpoint|regulation of nucleobase-containing compound metabolic process|negative regulation of cell cycle checkpoint,0.0003883|0.0005825|0.001359|0.001436|0.001747,1|1|1|1|1,5149|2574|858.1|5.14|643.6
1958,6,0.681,10.22,4809.0,0.002114,0.998474,CORO6 LGALS9 LYRM9 PIPOX TMEM97 TP53I13,"L-lysine catabolic process to acetyl-CoA via L-pipecolate|positive regulation of activated T cell autonomous cell death|regulation of activated T cell autonomous cell death|positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response|regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response",0.0005824|0.0005824|0.0005824|0.0008735|0.0008735,1|1|1|1|1,3432|3432|3432|1716|1716
1959,14,0.656,59.69,10710.0,0.005526,0.9999969999999999,ASL CASTOR3 GUSB TPST1 TRIM50 TYW1 VKORC1L1 ZNF138 ZNF273 ZNF479 ZNF679 ZNF727 ZNF736 ZNF92,regulation of transcription by RNA polymerase II|peptidyl-tyrosine sulfation|arginine biosynthetic process via ornithine|protein carboxylation|'de novo' AMP biosynthetic process,0.001266|0.002182|0.002182|0.002908|0.002908,1|1|1|1|1,3.717|686.5|686.5|457.7|457.7
1960,4,0.6842,4.105,2887.0,0.001416,0.9929309999999999,GGT1 GGTLC2 IGSF3 TPTE,leukotriene D4 biosynthetic process|leukotriene D4 metabolic process|glutathione catabolic process|leukotriene biosynthetic process|peptide catabolic process,1.865e-06|1.865e-06|2.204e-06|7.146e-06|1.49e-05,0.02942|0.01471|0.01159|0.02818|0.04702,1030|1030|936.1|490.4|332.2
1961,4,0.7323,4.394,3226.0,0.0013570000000000001,0.9929309999999999,NAT8 SFTPB SIX3 TRABD2A,neuroblast migration|peptidyl-lysine N6-acetylation|positive regulation of protein oxidation|regulation of protein oxidation|optic vesicle morphogenesis,0.0003883|0.0005825|0.0005825|0.0005825|0.0005825,1|1|1|1|1,5149|2574|2574|2574|2574
1962,9,0.6742,24.27,6917.0,0.0034869999999999996,0.9998530000000001,ABCC12 CES5A MT1A MT1B MT1F MT1G MT1X MT2A TRADD,detoxification of copper ion|stress response to copper ion|detoxification of inorganic compound|stress response to metal ion|cellular response to zinc ion,5.891e-17|5.891e-17|1.062e-16|1.398e-16|5.806e-16,9.292e-13|4.646e-13|5.586e-13|5.512e-13|1.832e-12,858.1|858.1|762.8|722.6|549.2
1963,4,0.6505,3.903,3259.0,0.001193,0.9929309999999999,IL17A RAB23 TRAF3IP2 ZNF451,interleukin-17-mediated signaling pathway|cellular response to interleukin-17|response to interleukin-17|negative regulation of histone H3-K9 acetylation|positive regulation of interleukin-16 production,1.555e-06|1.555e-06|1.555e-06|0.0003883|0.0003883,0.02452|0.01226|0.008174|1|1,1144|1144|1144|5149|5149
1964,4,0.7085,4.251,3140.0,0.001348,0.9929309999999999,IRF6 KDF1 RIPK4 TRAF3IP3,limb epidermis development|limb development|appendage development|epithelium development|regulation of epidermal cell division,0.0003883|0.0004355|0.0004355|0.0005833|0.0007766,1|1|1|1|1,5149|58.84|58.84|14.08|1716
1965,8,0.6713,18.8,6208.0,0.003011,0.9996790000000001,ALDOC CCL2 LYRM9 PIGS SEBOX SPAG5 TLCD1 UNC119,negative regulation of caveolin-mediated endocytosis|negative regulation of natural killer cell chemotaxis|negative regulation of lymphocyte chemotaxis|helper T cell extravasation|positive regulation of spindle assembly,0.001164|0.001164|0.001552|0.001552|0.002328,1|1|1|1|1,1287|1287|858.1|858.1|514.9
1966,7,0.6696,14.06,5671.0,0.002467,0.9992989999999999,CCR3 CCR8 FAM198A SCN10A SCN11A SLC22A14 TRANK1,neuronal action potential|membrane depolarization during action potential|transmission of nerve impulse|membrane depolarization|chemokine-mediated signaling pathway,3.064e-05|3.493e-05|0.0001005|0.0001005|0.0002267,0.4833|0.2755|0.5283|0.3962|0.7152,245.2|228.8|132|132|86.9
1967,11,0.6583,36.21,7488.0,0.004797999999999999,0.999969,RAB1A RAB1B SCFD1 TRAPPC1 TRAPPC11 TRAPPC12 TRAPPC13 TRAPPC2L TRAPPC3 TRAPPC4 TRAPPC5,"endoplasmic reticulum to Golgi vesicle-mediated transport|COPII vesicle coating|vesicle targeting, rough ER to cis-Golgi|vesicle coating|COPII-coated vesicle budding",8.729e-20|2.163e-18|2.163e-18|3.428e-18|4.762e-18,1.377e-15|1.706e-14|1.137e-14|1.352e-14|1.502e-14,95.52|237.7|237.7|223.6|214
1968,8,0.6757,18.92,5315.0,0.0035369999999999998,0.9996790000000001,ATP5F1A C18orf21 HAUS1 NARS RTTN SKA1 TRAPPC8 ZNF407,centrosome cycle|microtubule organizing center organization|microtubule cytoskeleton organization|asparaginyl-tRNA aminoacylation|mitotic prometaphase,0.0005194|0.0006665|0.001058|0.001552|0.001813,1|1|1|1|1,58.51|51.49|13.65|858.1|30.83
1969,4,0.6562,3.937,3216.0,0.00122,0.9929309999999999,ADAM2 AP3M2 LSM1 TREM1,deadenylation-dependent decapping of nuclear-transcribed mRNA|histone mRNA catabolic process|methylguanosine-cap decapping|RNA decapping|synaptic vesicle transport along microtubule,0.001941|0.002328|0.002522|0.00291|0.003297,1|1|1|1|1,572.1|468.1|429.1|367.8|321.8
1970,4,0.6744,4.047,3292.0,0.001225,0.9929309999999999,GUCA1A NCR2 TMEM217 TREML1,positive regulation of cGMP-mediated signaling|positive regulation of guanylate cyclase activity|regulation of guanylate cyclase activity|regulation of cGMP-mediated signaling|positive regulation of purine nucleotide biosynthetic process,0.00194|0.002425|0.003152|0.003636|0.005329,1|1|1|1|1,588.4|457.7|343.3|294.2|196.1
1971,5,0.6675,6.675,3618.0,0.001837,0.996692,FOLR2 KRTAP5-11 KRTAP5-9 TRIM48 TRIM49D1,keratinization|keratinocyte differentiation|epidermal cell differentiation|skin development|epidermis development,2.231e-07|4.367e-07|8.363e-07|1.785e-06|2.497e-06,0.003519|0.003445|0.004397|0.007041|0.007877,60.75|51.23|43.45|35.85|32.93
1972,12,0.6655,43.92,8663.0,0.005031,0.999986,ACCSL CHRM4 OR4A47 OR4A5 OR4B1 OR4C12 OR4C13 OR4C3 OR4C46 OR4S1 OR4X1 TRIM49B,detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|sensory perception of chemical stimulus,2.166e-13|3.663e-13|5.114e-13|9.621e-13|1.342e-12,3.417e-09|2.889e-09|2.689e-09|3.794e-09|4.233e-09,35.03|33|31.78|29.59|28.5
1973,4,0.6673,4.004,3136.0,0.0012720000000000001,0.9929309999999999,LHCGR OXER1 STON1 TRIM56,luteinizing hormone signaling pathway|adenylate cyclase-modulating G protein-coupled receptor signaling pathway|interferon-beta production|cellular response to luteinizing hormone stimulus|response to luteinizing hormone,0.0005825|0.0006839|0.0007766|0.0007766|0.0009706,1|1|1|1|1,2574|46.81|1716|1716|1287
1974,4,0.6615,3.969,3226.0,0.0012259999999999999,0.9929309999999999,DMXL2 DUOXA1 SQOR TRIM69,"sulfide oxidation|sulfide oxidation, using sulfide:quinone oxidoreductase|positive regulation of hydrogen peroxide biosynthetic process|regulation of thyroid hormone generation|hydrogen sulfide metabolic process",0.001165|0.001165|0.001165|0.001359|0.001359,1|1|1|1|1,1030|1030|1030|858.1|858.1
1975,4,0.6633,3.98,2958.0,0.00134,0.9929309999999999,IGF2BP1 LIN28B SOX11 TRIM71,regulation of RNA stability|negative regulation of gene expression|miRNA metabolic process|production of miRNAs involved in gene silencing by miRNA|production of small RNA involved in gene silencing by RNA,3.857e-06|4.848e-06|7.146e-06|1.4e-05|1.778e-05,0.06084|0.03823|0.03757|0.05521|0.05609,76.47|21.36|490.4|343.2|302.9
1976,5,0.7019,7.019,3375.0,0.00207,0.996692,METTL1 SSB TRMT10A WDR4 XPOT,tRNA modification|tRNA processing|RNA modification|tRNA metabolic process|tRNA methylation,2.026e-09|9.041e-09|2.443e-08|3.127e-08|9.064e-08,3.195e-05|7.131e-05|0.0001284|0.0001233|0.000286,183.1|124.8|96.92|91.03|301.4
1977,9,0.6602,23.77,5982.0,0.003946,0.9998530000000001,C1orf109 DHX33 MYBBP1A POP5 RPP21 SPATA5L1 TIMM10 TRMT112 WDR18,ribosome biogenesis|tRNA 5'-leader removal|tRNA processing|ncRNA processing|tRNA 5'-end processing,8.206e-06|1.776e-05|2.245e-05|2.291e-05|2.586e-05,0.1294|0.14|0.118|0.09033|0.08157,27.57|352.1|52.01|21.19|286
1978,4,0.7256,4.353,2748.0,0.001577,0.9929309999999999,OSGEP TP53RK TPRKB TRMT5,tRNA threonylcarbamoyladenosine metabolic process|tRNA processing|tRNA metabolic process|ncRNA processing|tRNA threonylcarbamoyladenosine modification,6.46e-13|1.818e-09|6.299e-09|1.98e-07|2.828e-07,1.019e-08|1.434e-05|3.312e-05|0.0007809|0.0008921,1287|156|113.8|47.67|3432
1979,10,0.6587,29.64,8457.0,0.0034850000000000003,0.999933,ADAM28 C8orf58 CHRNA2 PEBP4 PRSS55 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D TRMT9B,TRAIL-activated apoptotic signaling pathway|extrinsic apoptotic signaling pathway via death domain receptors|extrinsic apoptotic signaling pathway|activation of NF-kappaB-inducing kinase activity|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,6.904e-09|5.344e-07|1.078e-05|4.009e-05|0.0001721,0.0001089|0.004215|0.05668|0.1581|0.5429,1030|193.1|67.9|228.8|105.6
1980,4,0.7734,4.64,3197.0,0.001446,0.9929309999999999,CKS2 GNA14 TRPM3 TRPM6,protein tetramerization|calcium ion transmembrane transport|protein complex oligomerization|calcium ion transport|metal ion transport,0.0001052|0.0005122|0.0007659|0.0008389|0.001467,1|1|1|1|1,121.1|54.2|44.2|42.2|31.78
1981,4,0.6997,4.198,3300.0,0.001268,0.9929309999999999,ODF1 REN TRPM5 ZNF76,renin-angiotensin regulation of aldosterone production|regulation of aldosterone secretion|regulation of mineralocorticoid secretion|regulation of blood volume by renin-angiotensin|response to cGMP,0.001213|0.001698|0.001698|0.00194|0.00194,1|1|1|1|1,1030|686.5|686.5|588.4|588.4
1982,7,0.6768,14.21,5166.0,0.0027370000000000003,0.9992989999999999,FCGR2B FCGR3A GBA HSPA6 ITLN2 TSACC XCL1,regulation of inflammatory response|negative regulation of T cell mediated immunity|regulation of T cell mediated cytotoxicity|negative regulation of production of molecular mediator of immune response|regulation of defense response,1.322e-05|2.722e-05|7.671e-05|8.064e-05|8.783e-05,0.2085|0.2146|0.4034|0.318|0.2771,22.81|267.5|154.8|150.9|14.04
1983,8,0.6692,18.74,5764.0,0.0032310000000000004,0.9996790000000001,ARRDC4 DNAL4 IER5 ITPKA PTRH1 TCOF1 TMEM82 TSPAN17,"positive regulation of cellular response to heat|positive regulation of ATP-dependent microtubule motor activity, plus-end-directed|regulation of ATP-dependent microtubule motor activity, plus-end-directed|nucleolar large rRNA transcription by RNA polymerase I|positive regulation of microtubule motor activity",0.0007765|0.001552|0.001552|0.001552|0.00194,1|1|1|1|1,2574|858.1|858.1|858.1|643.6
1984,5,0.6542,6.542000000000001,4406.0,0.0014789999999999998,0.996692,CLDN24 KLHL2 RGS10 SMIM14 TSPAN5,G protein-coupled acetylcholine receptor signaling pathway|blastocyst hatching|organism emergence from protective structure|hatching|acetylcholine receptor signaling pathway,0.004845|0.006537|0.006537|0.006537|0.007261,1|1|1|1|1,216.8|158.4|158.4|158.4|142
1985,8,0.666,18.65,5550.0,0.003339,0.9996790000000001,DHX16 EXOC2 NOL7 NUP153 PAK1IP1 PRPF4B RIOK1 TSR3,maturation of SSU-rRNA|ribosome biogenesis|RNA processing|ribosomal small subunit biogenesis|gene expression,0.0001733|0.0002246|0.0002465|0.0003804|0.000575,1|1|1|1|1,103|23.26|11.16|68.65|5.888
1986,5,0.6594,6.593999999999999,3880.0,0.0016920000000000001,0.996692,ADAMTSL4 CTSK ECM1 S100A6 TSTD1,"sulfide oxidation|sulfide oxidation, using sulfide:quinone oxidoreductase|ossification|intramembranous ossification|direct ossification",0.001456|0.001456|0.001595|0.00194|0.00194,1|1|1|1|1,823.8|823.8|31.44|588.4|588.4
1987,5,0.6972,6.972,3916.0,0.001773,0.996692,CRYGA CRYGB CRYGC CRYGD TTC30A,lens development in camera-type eye|visual perception|sensory perception of light stimulus|camera-type eye development|eye development,1.051e-09|6.277e-08|6.748e-08|2.894e-07|5.048e-07,1.658e-05|0.0004951|0.0003548|0.001141|0.001593,216.8|76.28|74.89|51.81|45.02
1988,5,0.699,6.99,4030.0,0.001727,0.996692,C22orf46 PNPLA5 SEPT3 SULT4A1 TTC38,sulfation|purine ribonucleoside bisphosphate metabolic process|3'-phosphoadenosine 5'-phosphosulfate metabolic process|triglyceride catabolic process|acylglycerol catabolic process,0.006054|0.006295|0.006295|0.006778|0.00919,1|1|1|1|1,171.6|164.8|164.8|152.6|111.3
1989,6,0.6502,9.753,4761.0,0.002039,0.998474,BAG1 CCL21 GALT IFNA7 OR2S2 TTC8,establishment of cell polarity|negative regulation of dendritic cell dendrite assembly|positive regulation of myeloid dendritic cell chemotaxis|regulation of myeloid dendritic cell chemotaxis|UDP-glucose catabolic process,0.0005054|0.0005824|0.0005824|0.0005824|0.0005824,1|1|1|1|1,57.69|3432|3432|3432|3432
1990,4,0.6571,3.943,3245.0,0.0012109999999999998,0.9929309999999999,PTPN3 TTC9 WNT5A ZNF280B,chemoattraction of serotonergic neuron axon|planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation|negative regulation of cell proliferation in midbrain|planar cell polarity pathway involved in pericardium morphogenesis|planar cell polarity pathway involved in cardiac muscle tissue morphogenesis,0.0003883|0.0003883|0.0003883|0.0003883|0.0003883,1|1|1|1|1,5149|5149|5149|5149|5149
